rpm,temperature,oil_pressure,vibration,fuel_flow,fault
5003.2,92.2,2.4,2.7,2.72,Low Oil Pressure
4661.1,86.4,3.71,2.58,3.89,Performance Degradation
4646.4,86.9,3.96,2.13,3.93,Performance Degradation
4940.7,94.4,2.29,2.29,3.05,Low Oil Pressure
4733.6,86.6,4.06,2.16,3.48,Performance Degradation
4826.6,88.9,2.65,1.88,2.89,Low Oil Pressure
5158.5,79.2,4.39,1.21,2.64,Normal
4569.4,82.3,3.82,2.27,3.87,Performance Degradation
4785.6,87.3,4.0,1.85,4.0,Performance Degradation
4782.0,94.5,2.37,2.36,3.22,Low Oil Pressure
4605.6,89.9,3.33,5.17,2.92,Bearing Degradation
4550.7,82.5,3.8,2.16,3.77,Performance Degradation
4511.7,85.8,3.11,6.04,2.95,Bearing Degradation
5192.2,79.4,4.38,1.3,2.68,Normal
4913.3,90.0,2.29,2.42,2.91,Low Oil Pressure
5163.9,78.2,4.4,1.2,2.76,Normal
5167.2,105.6,3.37,1.71,3.37,Overheating
5340.3,99.5,3.56,1.57,3.21,Overheating
5228.2,77.6,4.33,1.32,2.45,Normal
5309.6,105.6,3.61,1.99,3.44,Overheating
5208.1,77.6,4.36,1.3,2.58,Normal
5282.2,76.5,4.24,1.25,2.71,Normal
4716.4,88.7,2.47,2.58,2.87,Low Oil Pressure
4678.2,81.1,3.79,2.25,3.45,Performance Degradation
5221.6,78.9,4.3,1.03,2.76,Normal
5208.3,103.0,3.49,1.71,3.17,Overheating
4623.9,87.1,3.84,2.02,3.45,Performance Degradation
5191.8,76.4,4.28,1.18,2.52,Normal
4648.8,90.4,3.22,4.51,3.1,Bearing Degradation
5343.7,79.5,4.04,1.07,2.73,Normal
4749.1,89.4,3.65,5.35,3.06,Bearing Degradation
4607.4,86.9,3.81,2.38,3.43,Performance Degradation
5322.8,114.1,3.36,1.87,3.38,Overheating
5266.8,112.1,3.37,2.08,3.58,Overheating
4561.9,90.0,3.12,4.39,3.37,Bearing Degradation
4641.5,92.3,3.24,5.88,2.7,Bearing Degradation
4612.2,88.8,3.34,4.27,3.18,Bearing Degradation
4763.7,88.8,2.95,5.99,3.0,Bearing Degradation
4562.0,92.5,3.08,5.72,3.09,Bearing Degradation
4584.2,84.2,4.0,2.2,3.66,Performance Degradation
4609.2,88.5,3.43,4.96,3.12,Bearing Degradation
4706.9,91.5,3.22,4.69,2.89,Bearing Degradation
4511.7,84.7,3.89,1.97,3.37,Performance Degradation
5192.4,79.9,4.36,1.12,2.69,Normal
4579.2,83.0,3.85,2.17,3.81,Performance Degradation
4601.8,93.8,3.57,5.33,2.98,Bearing Degradation
4743.4,90.2,3.0,5.22,3.17,Bearing Degradation
4823.5,94.3,1.99,2.53,2.92,Low Oil Pressure
5260.7,100.0,3.72,1.73,3.3,Overheating
4852.4,89.4,2.65,2.28,3.1,Low Oil Pressure
4662.6,82.1,3.85,2.17,3.53,Performance Degradation
5274.5,100.5,3.73,1.78,3.19,Overheating
5213.6,74.2,4.27,1.2,2.75,Normal
5247.4,104.6,3.6,1.96,3.17,Overheating
4696.6,90.2,3.42,4.83,3.09,Bearing Degradation
5233.4,100.5,3.76,1.89,3.28,Overheating
5264.6,107.6,3.48,1.77,3.46,Overheating
5196.8,74.9,4.41,1.15,2.71,Normal
5164.0,78.0,4.4,1.1,2.67,Normal
4823.0,87.2,2.65,2.0,2.99,Low Oil Pressure
4807.7,92.5,2.06,2.61,2.93,Low Oil Pressure
4817.6,89.5,3.54,5.09,3.17,Bearing Degradation
4744.8,87.8,3.15,5.17,3.07,Bearing Degradation
4663.8,90.3,3.61,4.91,3.44,Bearing Degradation
4616.7,90.4,3.35,4.34,3.1,Bearing Degradation
4778.9,86.4,4.07,2.15,3.66,Performance Degradation
5205.6,98.5,3.82,1.77,3.16,Overheating
4865.8,94.8,2.23,2.46,2.65,Low Oil Pressure
5187.8,75.4,4.38,1.17,2.67,Normal
4597.7,89.6,3.26,5.27,3.09,Bearing Degradation
4881.4,90.1,2.53,2.31,2.77,Low Oil Pressure
5262.5,107.6,3.47,1.66,3.3,Overheating
4708.4,81.5,4.03,2.2,3.46,Performance Degradation
5271.5,108.7,3.49,1.64,3.51,Overheating
4711.7,86.3,3.91,1.98,3.49,Performance Degradation
5174.1,76.8,4.25,1.36,2.53,Normal
5167.6,80.2,4.26,1.15,2.76,Normal
4642.7,85.2,3.99,2.09,3.84,Performance Degradation
5172.5,78.8,4.21,1.14,2.54,Normal
4759.9,94.0,2.38,2.47,2.84,Low Oil Pressure
4670.6,90.0,3.11,4.86,3.29,Bearing Degradation
4607.4,88.1,3.28,4.41,3.21,Bearing Degradation
4669.3,90.4,3.17,6.14,3.13,Bearing Degradation
4625.0,83.0,3.57,5.47,3.03,Bearing Degradation
5248.5,107.6,3.41,1.77,3.41,Overheating
4736.6,95.2,2.13,2.54,2.66,Low Oil Pressure
4722.4,89.9,3.03,4.05,3.25,Bearing Degradation
4813.2,99.4,2.16,2.49,2.83,Low Oil Pressure
4684.1,89.0,3.37,5.54,3.21,Bearing Degradation
4550.5,83.0,4.03,2.28,3.64,Performance Degradation
4636.3,86.7,2.94,3.95,3.06,Bearing Degradation
5406.7,103.3,3.58,1.76,3.42,Overheating
4729.6,94.9,2.15,2.61,2.7,Low Oil Pressure
4767.8,91.7,2.33,2.51,2.92,Low Oil Pressure
4912.2,94.5,2.51,2.28,2.96,Low Oil Pressure
4698.8,87.8,3.76,2.27,3.33,Performance Degradation
4710.9,86.5,4.12,2.17,3.59,Performance Degradation
4794.0,86.0,3.82,1.93,3.88,Performance Degradation
5167.9,78.9,4.37,1.11,2.67,Normal
5256.5,114.3,3.47,2.18,3.49,Overheating
5234.6,106.2,3.57,2.03,3.49,Overheating
5274.7,103.4,3.56,1.8,3.39,Overheating
4516.2,87.2,3.62,2.19,4.2,Performance Degradation
5278.4,106.5,3.51,1.89,3.36,Overheating
5165.0,74.1,4.2,1.29,2.77,Normal
4647.4,83.5,3.85,1.74,3.7,Performance Degradation
4668.5,87.4,3.28,3.7,3.08,Bearing Degradation
4660.6,85.6,3.66,2.13,3.86,Performance Degradation
5223.5,78.1,4.3,1.11,2.76,Normal
5194.2,76.8,4.34,1.19,2.61,Normal
4851.5,88.6,2.63,2.22,3.01,Low Oil Pressure
4829.6,82.8,4.02,2.31,3.89,Performance Degradation
5214.7,107.8,3.52,1.91,3.42,Overheating
4799.8,85.7,3.88,1.83,3.23,Performance Degradation
4716.2,87.3,3.26,5.32,2.83,Bearing Degradation
4543.7,88.1,3.4,5.25,3.05,Bearing Degradation
4658.2,84.9,3.77,2.02,4.04,Performance Degradation
4621.0,86.0,3.17,4.02,3.1,Bearing Degradation
4791.1,92.8,2.23,2.39,2.95,Low Oil Pressure
4614.8,88.6,3.35,5.05,3.2,Bearing Degradation
5149.4,81.1,4.29,1.19,2.78,Normal
5149.4,78.0,4.25,1.46,2.69,Normal
4783.9,94.1,2.38,2.34,2.78,Low Oil Pressure
4679.8,89.2,3.32,4.4,3.27,Bearing Degradation
5213.8,78.9,4.23,1.2,2.77,Normal
5236.6,107.3,3.7,1.97,3.44,Overheating
4666.0,86.1,4.01,2.24,3.5,Performance Degradation
5326.5,97.8,3.69,1.49,3.17,Overheating
4582.1,88.1,3.3,5.46,3.2,Bearing Degradation
4870.3,94.0,2.51,2.45,3.07,Low Oil Pressure
5212.1,78.4,4.1,1.09,2.73,Normal
4806.0,93.8,2.2,2.66,2.92,Low Oil Pressure
5218.6,76.8,4.19,1.19,2.75,Normal
5150.8,79.8,4.18,1.31,2.62,Normal
5279.8,101.3,3.66,1.76,3.35,Overheating
4973.7,90.0,2.16,2.68,2.84,Low Oil Pressure
4586.0,83.7,3.98,1.77,3.59,Performance Degradation
5170.6,75.3,4.52,1.28,2.67,Normal
4541.5,83.9,3.89,2.26,3.63,Performance Degradation
5171.8,83.0,4.5,1.19,2.74,Normal
5210.6,103.9,3.62,1.8,3.34,Overheating
4706.0,89.1,3.19,5.54,3.15,Bearing Degradation
5148.6,79.0,4.36,1.16,2.71,Normal
5136.0,79.7,4.14,1.5,2.76,Normal
4798.1,91.6,2.22,2.66,3.08,Low Oil Pressure
4643.2,82.5,4.06,2.34,3.8,Performance Degradation
5164.3,81.0,4.33,1.08,2.76,Normal
4610.6,82.9,3.99,2.02,3.42,Performance Degradation
4770.2,83.9,4.21,2.31,3.53,Performance Degradation
4792.1,91.2,2.65,2.16,2.8,Low Oil Pressure
5188.3,81.4,4.47,1.37,2.72,Normal
4778.9,89.6,2.37,2.55,3.04,Low Oil Pressure
4825.3,93.1,2.3,2.4,2.65,Low Oil Pressure
4633.1,84.8,3.93,1.98,3.36,Performance Degradation
4554.9,88.4,3.29,4.76,3.24,Bearing Degradation
4633.1,87.3,3.18,5.66,3.04,Bearing Degradation
4658.4,89.7,3.15,3.83,2.89,Bearing Degradation
5269.6,75.8,4.23,1.43,2.67,Normal
5306.4,104.5,3.6,1.87,3.33,Overheating
5168.9,72.0,4.17,1.31,2.71,Normal
4777.8,92.0,3.44,4.13,3.0,Bearing Degradation
5218.0,79.4,4.38,0.99,2.81,Normal
5206.0,76.3,4.24,1.11,2.79,Normal
5339.9,101.2,3.84,1.65,3.27,Overheating
4616.5,83.8,3.96,1.93,3.83,Performance Degradation
4835.1,91.9,2.53,2.23,2.82,Low Oil Pressure
4657.5,92.1,3.38,5.14,3.17,Bearing Degradation
5174.2,104.2,3.56,1.64,3.39,Overheating
5341.2,113.5,3.5,1.87,3.46,Overheating
5270.9,110.4,3.66,1.95,3.58,Overheating
4599.0,90.8,3.45,5.01,3.03,Bearing Degradation
4704.0,85.2,3.63,2.12,3.53,Performance Degradation
5217.7,75.3,4.17,1.29,2.61,Normal
4650.5,91.4,2.97,5.2,3.0,Bearing Degradation
4691.8,86.6,3.25,5.88,3.17,Bearing Degradation
4819.6,91.6,2.49,2.2,2.88,Low Oil Pressure
4599.7,91.6,3.4,4.76,3.23,Bearing Degradation
5212.6,101.2,3.81,1.58,3.56,Overheating
4635.7,87.1,3.14,5.32,3.24,Bearing Degradation
5357.7,97.4,3.74,1.72,3.06,Overheating
4576.5,89.8,3.19,5.36,2.92,Bearing Degradation
5230.6,80.0,4.3,1.12,2.76,Normal
5234.9,107.9,3.48,1.97,3.64,Overheating
4656.6,89.7,3.13,4.46,3.35,Bearing Degradation
4889.9,93.9,2.43,2.74,2.65,Low Oil Pressure
4731.9,96.4,2.32,2.11,2.97,Low Oil Pressure
4921.9,92.6,2.2,2.9,2.95,Low Oil Pressure
4591.0,83.6,4.05,2.24,3.45,Performance Degradation
5350.0,78.0,4.19,1.12,2.73,Normal
5302.3,106.8,3.49,1.9,3.39,Overheating
4618.6,84.4,3.73,1.96,3.59,Performance Degradation
5379.1,101.6,3.75,1.65,3.22,Overheating
4797.6,94.2,2.0,2.8,2.97,Low Oil Pressure
5006.3,96.5,1.95,2.81,2.8,Low Oil Pressure
5216.5,75.6,4.31,1.24,2.66,Normal
4538.2,93.1,3.56,5.02,3.14,Bearing Degradation
5185.5,78.1,4.35,1.15,2.59,Normal
4687.4,92.3,3.24,4.99,3.21,Bearing Degradation
4849.8,86.8,2.65,2.14,2.79,Low Oil Pressure
4827.0,92.7,2.52,2.36,2.71,Low Oil Pressure
4692.1,87.5,3.74,2.09,3.62,Performance Degradation
5202.0,76.3,4.26,1.19,2.66,Normal
4822.0,90.2,2.31,2.52,3.09,Low Oil Pressure
4951.7,92.0,2.11,2.54,2.81,Low Oil Pressure
5100.5,102.1,3.61,1.84,3.24,Overheating
4612.2,89.6,3.03,3.7,3.19,Bearing Degradation
5312.0,113.4,3.34,2.07,3.56,Overheating
5277.1,108.9,3.51,1.91,3.38,Overheating
4870.2,95.2,2.38,2.74,2.97,Low Oil Pressure
5289.4,107.8,3.47,1.71,3.55,Overheating
5178.2,72.3,4.5,1.1,2.64,Normal
4665.5,81.5,3.79,2.32,3.49,Performance Degradation
5252.3,104.9,3.55,1.95,3.48,Overheating
4519.5,87.4,3.18,5.67,2.97,Bearing Degradation
5249.5,75.6,4.42,1.24,2.76,Normal
5214.0,80.1,4.1,1.5,2.58,Normal
4501.6,87.2,3.32,5.41,2.98,Bearing Degradation
4682.1,85.2,3.21,4.94,3.13,Bearing Degradation
5319.0,78.1,4.47,1.18,2.7,Normal
4968.9,92.4,2.29,2.55,2.83,Low Oil Pressure
4719.7,85.5,3.38,4.95,2.97,Bearing Degradation
5254.1,76.2,4.38,1.2,2.51,Normal
5154.3,81.8,4.46,1.2,2.58,Normal
4665.3,84.4,2.83,4.68,2.93,Bearing Degradation
5251.9,104.1,3.55,1.65,3.31,Overheating
4823.0,88.5,2.65,2.32,2.78,Low Oil Pressure
4820.3,92.0,3.2,5.03,2.87,Bearing Degradation
5323.2,102.6,3.63,1.68,3.4,Overheating
5216.4,78.5,4.35,1.15,2.77,Normal
5327.9,100.4,3.75,1.73,3.27,Overheating
5291.5,105.8,3.51,1.63,3.47,Overheating
4680.4,89.9,2.98,4.38,3.19,Bearing Degradation
4868.4,94.3,2.19,2.63,2.81,Low Oil Pressure
5263.4,79.7,4.28,1.42,2.81,Normal
4767.5,90.1,2.58,2.31,2.86,Low Oil Pressure
5261.2,113.9,3.26,1.84,3.41,Overheating
4598.9,91.8,3.27,5.13,2.99,Bearing Degradation
5216.1,79.2,4.23,1.24,2.79,Normal
5221.9,78.5,4.32,1.23,2.57,Normal
4715.5,83.0,4.0,2.06,3.78,Performance Degradation
5191.9,79.4,4.25,1.38,2.66,Normal
5158.7,76.2,4.18,1.11,2.65,Normal
5378.5,105.4,3.68,1.86,3.53,Overheating
4664.9,82.2,3.65,2.49,3.79,Performance Degradation
4853.7,88.7,3.61,3.93,3.08,Bearing Degradation
4531.9,94.6,3.25,6.2,3.25,Bearing Degradation
4693.8,83.8,3.64,2.49,3.55,Performance Degradation
5316.5,77.1,4.39,1.07,2.72,Normal
4767.1,86.7,3.27,3.96,3.05,Bearing Degradation
4774.0,83.9,3.82,2.15,3.72,Performance Degradation
5308.6,105.7,3.49,1.67,3.4,Overheating
5229.1,106.7,3.6,1.8,3.53,Overheating
4843.3,90.6,2.34,2.34,3.03,Low Oil Pressure
4844.5,94.0,2.35,2.24,2.83,Low Oil Pressure
4796.3,90.1,3.36,4.4,3.01,Bearing Degradation
5336.5,104.0,3.69,1.64,3.41,Overheating
5317.5,104.9,3.57,1.9,3.34,Overheating
5136.7,77.6,4.31,1.18,2.68,Normal
4545.6,90.8,3.53,4.88,3.25,Bearing Degradation
5217.6,102.5,3.82,1.88,3.14,Overheating
4687.9,89.9,3.02,5.24,2.91,Bearing Degradation
4635.7,88.9,4.09,2.11,3.92,Performance Degradation
4712.7,82.0,3.68,1.87,3.75,Performance Degradation
4863.3,93.1,2.23,2.64,2.8,Low Oil Pressure
4696.5,83.8,3.32,4.44,2.97,Bearing Degradation
4928.5,89.7,2.54,2.63,2.9,Low Oil Pressure
4925.0,92.4,2.27,2.59,2.98,Low Oil Pressure
5231.6,77.5,4.23,1.36,2.76,Normal
4890.6,93.8,2.21,2.52,2.89,Low Oil Pressure
5299.9,99.6,3.72,1.59,3.33,Overheating
5355.7,95.5,3.8,1.49,3.0,Overheating
4670.3,84.0,3.29,5.29,2.95,Bearing Degradation
4625.0,86.3,4.18,2.34,3.68,Performance Degradation
4720.4,83.9,3.86,1.91,3.44,Performance Degradation
4659.9,87.5,3.34,4.64,2.93,Bearing Degradation
5235.7,77.4,4.3,1.07,2.67,Normal
5196.5,77.4,4.25,1.15,2.72,Normal
4707.7,91.5,2.41,2.48,2.97,Low Oil Pressure
5298.6,98.8,3.66,1.69,3.21,Overheating
4680.3,84.4,3.42,5.79,3.09,Bearing Degradation
4624.3,88.2,3.25,4.96,2.92,Bearing Degradation
4880.5,89.9,2.53,2.13,2.73,Low Oil Pressure
4866.4,85.1,2.65,2.02,3.01,Low Oil Pressure
4450.0,88.7,3.34,5.47,3.18,Bearing Degradation
5220.9,97.9,3.72,1.95,3.2,Overheating
5242.9,80.1,4.19,1.28,2.66,Normal
4603.4,81.6,4.03,2.38,4.02,Performance Degradation
4651.2,85.5,3.01,5.99,3.05,Bearing Degradation
4630.9,82.3,3.78,1.97,3.58,Performance Degradation
4746.1,85.3,3.99,1.84,3.64,Performance Degradation
4662.9,86.4,3.28,4.36,2.99,Bearing Degradation
4871.7,93.7,2.05,2.73,2.94,Low Oil Pressure
4588.3,86.4,3.84,1.86,3.66,Performance Degradation
5198.4,77.5,4.11,1.25,2.76,Normal
4781.9,92.9,2.18,2.57,2.89,Low Oil Pressure
5229.1,102.2,3.66,1.64,3.32,Overheating
4577.2,84.4,3.87,2.41,3.33,Performance Degradation
4896.7,91.4,2.52,2.3,2.56,Low Oil Pressure
5326.4,99.8,3.75,1.77,3.28,Overheating
5261.0,76.8,4.24,1.17,2.71,Normal
5357.9,106.3,3.56,1.77,3.24,Overheating
4549.3,92.5,3.32,4.7,3.0,Bearing Degradation
4653.7,85.9,3.88,2.15,3.56,Performance Degradation
5199.1,80.4,4.34,0.95,2.88,Normal
4552.6,85.3,3.79,1.73,3.64,Performance Degradation
4512.5,83.5,3.18,4.83,3.31,Bearing Degradation
4652.5,85.5,3.94,1.89,4.07,Performance Degradation
5366.4,103.6,3.65,1.89,3.38,Overheating
4874.0,93.0,2.15,2.46,2.9,Low Oil Pressure
5328.8,102.9,3.66,1.68,3.29,Overheating
4788.0,83.6,3.17,5.13,3.12,Bearing Degradation
4676.3,83.0,3.76,2.18,3.48,Performance Degradation
4630.2,88.5,3.34,5.17,3.15,Bearing Degradation
5131.8,76.4,4.43,1.22,2.65,Normal
5288.7,108.7,3.48,1.88,3.55,Overheating
4708.0,86.9,3.79,2.35,3.52,Performance Degradation
5303.0,105.8,3.51,1.98,3.33,Overheating
5333.8,109.2,3.43,1.81,3.51,Overheating
5229.6,79.1,4.31,1.14,2.7,Normal
4744.0,81.6,3.82,2.24,3.52,Performance Degradation
4570.2,81.1,4.09,2.1,3.28,Performance Degradation
4789.5,88.5,3.15,4.16,3.29,Bearing Degradation
4854.6,92.1,2.18,2.75,2.8,Low Oil Pressure
5269.8,110.8,3.49,1.97,3.55,Overheating
4787.9,89.1,3.05,5.16,3.09,Bearing Degradation
4548.6,80.2,3.9,2.14,3.73,Performance Degradation
4657.6,88.2,3.23,5.84,3.08,Bearing Degradation
4617.9,86.9,3.02,5.75,2.85,Bearing Degradation
4635.1,81.6,4.18,2.27,3.94,Performance Degradation
5177.8,81.6,4.31,1.35,2.82,Normal
5313.4,106.0,3.53,1.87,3.36,Overheating
4870.7,93.0,2.14,2.72,2.64,Low Oil Pressure
4550.7,80.9,3.64,2.17,3.71,Performance Degradation
4788.3,92.0,2.65,2.24,2.92,Low Oil Pressure
4509.6,85.5,3.41,5.16,2.88,Bearing Degradation
4762.1,83.8,3.28,4.56,3.15,Bearing Degradation
4791.3,89.5,2.31,2.41,2.83,Low Oil Pressure
4891.7,92.3,2.44,2.6,2.85,Low Oil Pressure
4916.2,93.6,2.32,2.48,3.02,Low Oil Pressure
5270.4,78.4,4.29,1.25,2.64,Normal
4723.1,82.7,3.12,4.86,3.28,Bearing Degradation
4706.4,90.0,3.35,5.14,3.09,Bearing Degradation
4951.8,93.0,2.36,2.33,2.97,Low Oil Pressure
4622.7,83.9,3.79,1.86,3.71,Performance Degradation
5069.7,79.7,4.35,1.18,2.78,Normal
4626.3,85.3,3.97,2.09,3.69,Performance Degradation
4848.8,93.0,2.39,2.41,2.88,Low Oil Pressure
4530.3,89.0,3.07,4.78,3.23,Bearing Degradation
4739.2,91.1,3.36,4.33,3.28,Bearing Degradation
5251.4,72.9,4.25,1.27,2.68,Normal
5300.1,111.1,3.37,2.03,3.48,Overheating
4649.3,82.2,3.82,2.04,3.84,Performance Degradation
5300.1,102.9,3.6,1.64,3.32,Overheating
5341.8,96.1,3.79,1.53,3.25,Overheating
5209.3,115.3,3.24,1.85,3.7,Overheating
4717.6,85.0,3.95,1.85,3.39,Performance Degradation
5331.1,109.1,3.43,1.87,3.52,Overheating
5296.5,79.4,4.18,0.99,2.67,Normal
4541.1,80.9,3.6,2.09,3.81,Performance Degradation
4766.4,92.3,2.24,2.95,2.86,Low Oil Pressure
5298.0,107.5,3.51,1.85,3.37,Overheating
5314.3,106.0,3.58,1.79,3.42,Overheating
5227.1,100.7,3.65,1.56,3.3,Overheating
4678.2,86.7,3.28,4.88,3.26,Bearing Degradation
5271.6,102.3,3.7,1.83,3.27,Overheating
4742.3,87.8,3.34,5.23,3.13,Bearing Degradation
5248.1,105.0,3.65,1.67,3.21,Overheating
4659.9,84.2,3.96,2.22,3.43,Performance Degradation
5265.4,78.4,4.33,1.05,2.82,Normal
5220.4,77.9,4.44,1.2,2.71,Normal
4655.9,81.7,3.89,2.38,3.43,Performance Degradation
5418.0,108.8,3.55,1.95,3.35,Overheating
5266.2,74.6,4.34,1.26,2.64,Normal
5223.1,80.0,4.26,1.18,2.67,Normal
5304.0,99.7,3.77,1.8,3.28,Overheating
5233.2,103.6,3.66,1.51,3.38,Overheating
5187.1,108.4,3.54,1.94,3.42,Overheating
5214.8,77.7,4.31,1.01,2.68,Normal
5183.5,103.7,3.73,1.82,3.15,Overheating
4482.4,85.3,4.05,2.28,3.47,Performance Degradation
5202.1,77.5,4.33,1.26,2.69,Normal
4518.3,85.4,4.11,2.11,3.62,Performance Degradation
4712.6,87.1,3.57,4.89,2.88,Bearing Degradation
4777.1,94.8,2.21,2.4,2.78,Low Oil Pressure
4846.7,88.9,2.42,2.65,2.83,Low Oil Pressure
5318.1,102.6,3.7,1.86,3.53,Overheating
5390.5,109.9,3.46,2.04,3.49,Overheating
5337.1,96.4,3.85,1.47,3.0,Overheating
5205.4,78.9,4.26,1.06,2.79,Normal
4843.4,88.2,3.82,1.87,3.41,Performance Degradation
5248.3,77.8,4.18,1.2,2.72,Normal
5287.0,98.2,3.8,1.72,3.22,Overheating
4769.0,88.4,3.23,4.66,3.07,Bearing Degradation
4589.5,85.2,3.77,1.94,3.68,Performance Degradation
5208.6,78.2,4.22,1.19,2.66,Normal
4804.8,90.9,2.27,2.45,2.79,Low Oil Pressure
4614.9,87.4,3.26,5.14,3.27,Bearing Degradation
4790.4,85.6,2.95,5.15,2.88,Bearing Degradation
5165.2,79.1,4.32,1.21,2.62,Normal
5071.8,77.3,4.4,1.27,2.7,Normal
4563.7,89.7,3.12,5.77,3.05,Bearing Degradation
4845.4,86.7,3.3,4.64,3.05,Bearing Degradation
4834.0,91.2,2.1,2.94,3.07,Low Oil Pressure
4623.0,81.5,4.02,1.71,3.45,Performance Degradation
5163.2,78.1,4.32,1.29,2.71,Normal
4554.1,87.9,3.79,2.29,3.45,Performance Degradation
4634.4,80.2,3.65,2.17,3.58,Performance Degradation
4771.0,79.9,4.05,2.28,3.74,Performance Degradation
4773.9,80.8,3.88,2.2,3.72,Performance Degradation
4638.4,87.2,3.43,5.07,3.29,Bearing Degradation
5242.1,78.2,4.39,1.12,2.73,Normal
4531.4,87.6,2.99,5.15,3.16,Bearing Degradation
4632.9,85.8,4.02,2.1,3.85,Performance Degradation
4866.5,92.1,2.27,2.33,2.86,Low Oil Pressure
5184.6,76.3,4.44,1.06,2.66,Normal
5220.6,77.5,4.41,1.42,2.67,Normal
4632.7,81.6,3.88,2.13,3.55,Performance Degradation
5330.4,106.0,3.55,1.84,3.63,Overheating
4763.1,81.1,4.04,2.25,3.68,Performance Degradation
4833.6,91.2,2.48,2.23,2.88,Low Oil Pressure
4660.4,87.9,3.65,4.39,2.8,Bearing Degradation
5171.3,103.4,3.83,1.81,3.35,Overheating
4889.7,96.4,1.95,3.05,2.95,Low Oil Pressure
4938.6,92.3,2.29,2.53,2.8,Low Oil Pressure
5279.0,103.3,3.68,1.61,3.42,Overheating
4753.1,85.3,3.45,5.49,3.21,Bearing Degradation
4841.3,88.8,2.47,2.47,2.9,Low Oil Pressure
4805.6,84.3,3.94,1.63,3.65,Performance Degradation
4588.5,85.2,3.82,2.2,3.31,Performance Degradation
4676.4,88.5,3.18,6.13,3.03,Bearing Degradation
5198.7,78.9,4.42,1.3,2.65,Normal
4838.4,92.1,2.17,2.55,2.74,Low Oil Pressure
5305.4,107.0,3.74,1.92,3.52,Overheating
4789.5,91.8,2.36,2.34,3.06,Low Oil Pressure
4850.6,86.6,3.07,3.7,3.2,Bearing Degradation
4668.4,84.5,3.44,5.15,3.14,Bearing Degradation
4759.1,92.4,2.41,2.2,2.91,Low Oil Pressure
4684.1,82.5,3.95,2.19,3.61,Performance Degradation
4576.8,90.2,3.35,5.37,3.14,Bearing Degradation
5211.7,82.1,4.29,1.2,2.78,Normal
5316.1,81.8,4.27,1.29,2.69,Normal
5227.9,79.0,4.0,1.18,2.69,Normal
4668.1,85.7,3.45,4.67,3.06,Bearing Degradation
5293.0,108.7,3.43,1.77,3.41,Overheating
4706.3,85.1,3.9,2.33,3.86,Performance Degradation
5194.0,77.1,4.42,1.45,2.75,Normal
4693.9,85.6,3.86,2.43,3.76,Performance Degradation
4793.0,90.8,2.34,2.5,2.92,Low Oil Pressure
4749.8,88.4,3.27,5.71,3.19,Bearing Degradation
4669.8,86.9,3.09,5.1,3.01,Bearing Degradation
5253.5,74.0,4.2,1.4,2.75,Normal
4794.8,91.0,2.33,2.32,2.88,Low Oil Pressure
4834.6,94.2,2.6,2.29,2.8,Low Oil Pressure
4635.1,90.7,3.41,4.75,3.16,Bearing Degradation
4840.4,84.8,4.03,2.25,3.7,Performance Degradation
4839.3,92.5,2.28,2.43,2.79,Low Oil Pressure
5212.4,105.4,3.56,1.85,3.29,Overheating
4789.0,95.9,1.93,2.87,2.95,Low Oil Pressure
4588.9,88.6,3.36,4.49,3.2,Bearing Degradation
4621.0,86.5,4.04,2.25,3.78,Performance Degradation
5139.4,79.0,4.32,1.37,2.75,Normal
4765.8,92.5,3.23,4.49,3.19,Bearing Degradation
4621.0,87.8,3.4,5.16,2.95,Bearing Degradation
5317.6,105.8,3.59,1.74,3.53,Overheating
5248.5,76.8,4.28,1.26,2.73,Normal
5210.5,103.6,3.45,1.63,3.4,Overheating
4848.3,88.9,2.49,2.32,2.95,Low Oil Pressure
5168.2,77.2,4.44,1.04,2.72,Normal
4815.4,93.6,2.48,2.38,2.95,Low Oil Pressure
4664.7,83.6,3.91,2.03,3.88,Performance Degradation
4857.6,92.7,2.16,2.53,3.04,Low Oil Pressure
4490.1,92.7,3.0,5.0,3.11,Bearing Degradation
5158.9,111.8,3.38,1.73,3.57,Overheating
4816.3,88.2,2.38,2.59,2.71,Low Oil Pressure
5225.3,76.8,4.34,1.04,2.68,Normal
4806.5,90.2,3.58,5.53,3.08,Bearing Degradation
4677.9,84.3,4.0,2.12,3.75,Performance Degradation
5133.2,81.3,4.47,1.08,2.69,Normal
4674.8,87.5,3.87,2.3,4.0,Performance Degradation
4610.2,93.6,2.97,5.07,3.24,Bearing Degradation
5294.9,108.6,3.54,1.93,3.33,Overheating
4604.0,87.8,3.59,5.87,3.08,Bearing Degradation
5265.3,78.3,4.19,1.33,2.72,Normal
4532.8,83.3,3.85,2.3,3.2,Performance Degradation
5257.6,101.6,3.58,1.67,3.3,Overheating
5303.6,109.5,3.47,1.83,3.32,Overheating
5383.0,111.6,3.31,1.97,3.48,Overheating
4686.0,84.0,3.69,2.15,3.37,Performance Degradation
4951.4,91.6,2.5,2.28,3.02,Low Oil Pressure
4637.1,86.5,3.04,5.28,3.2,Bearing Degradation
4858.0,93.3,2.43,2.68,2.72,Low Oil Pressure
4565.5,85.2,3.77,2.13,3.84,Performance Degradation
5228.8,75.5,4.6,1.14,2.83,Normal
4611.5,80.6,3.79,2.42,3.93,Performance Degradation
5363.9,108.3,3.45,2.07,3.21,Overheating
